Original,Canonical,Changed
mojokerto,mojokerto,False
moissey,moissey,False
mohonk lake,mohonk lake,False
moerdijk,moerdijk,False
moengo,moengo,False
megève,megève,False
wassenaar,wassenaar,False
mega spileo,mega spileo,False
maidstone,maidstone,False
makuleke,makuleke,False
makkum,makkum,False
makassar,makassar,False
majorca,majorca,False
maisons-alfort,maisons-alfort,False
mairano,mairano,False
maiori,maiori,False
maillane,maillane,False
maidenhead,maidenhead,False
malana,malana,False
maharashtra,maharashtra,False
magglingen,magglingen,False
magelang,magelang,False
magdeburg,magdeburg,False
mafra,mafra,False
mafeking,mafeking,False
madjene,madjene,False
wissembourg,wissembourg,False
malakoff,malakoff,False
wisconsin,wisconsin,False
wolfenbüttel,wolfenbüttel,False
malmedy,malmedy,False
manaus,manaus,False
manado,manado,False
malye karmakuly,malye karmakuly,False
malwa,malwa,False
maluku,maluku,False
malojapas,malojapas,False
maloja,maloja,False
malmö,malmö,False
malmberget,malmberget,False
malay archipelago,malay archipelago,False
mallorca,mallorca,False
windsor,windsor,False
maldon,maldon,False
malcesine,malcesine,False
malbork,malbork,False
winschoten,winschoten,False
malayan peninsula,malayan peninsula,False
malay peninsula,malay peninsula,False
wittenberg,wittenberg,False
worcester,worcester,False
mandhata,mandhata,False
yosemite valley,yosemite valley,False
yorkshire,yorkshire,False
lynton,lynton,False
lynn,lynn,False
lynmouth,lynmouth,False
lyndhurst,lyndhurst,False
lyceum,lyceum,False
lvov,lvov,False
luzerne,luzerne,False
luz-saint-sauveur,luz-saint-sauveur,False
yokohama,yokohama,False
luxeuil,luxeuil,False
zaandam,zaandam,False
lustleigh,lustleigh,False
zaanstreek,zaanstreek,False
lunteren,lunteren,False
lund,lund,False
luna island,luna island,False
lukolela,lukolela,False
låtefossen,låtefossen,False
yemen,yemen,False
madison,madison,False
yangon,yangon,False
madeleine,madeleine,False
wroclaw,wroclaw,False
würzburg,würzburg,False
madagascar,madagascar,False
macellum,macellum,False
macedonia,macedonia,False
macclesfield,macclesfield,False
macau,macau,False
maassluis,maassluis,False
löwenburg,löwenburg,False
maasland,maasland,False
maasdam,maasdam,False
maartensdijk,maartensdijk,False
maarssen,maarssen,False
maarn,maarn,False
maarheeze,maarheeze,False
m'banza congo,m'banza congo,False
lüneburg,lüneburg,False
mandalay,mandalay,False
mandi,mandi,False
meerut,meerut,False
martigny,martigny,False
matanzas,matanzas,False
massif de la chartreuse,massif de la chartreuse,False
mascuppic lake,mascuppic lake,False
maryland,maryland,False
marwar,marwar,False
marum,marum,False
martinique,martinique,False
martigues,martigues,False
martelarenplein,martelarenplein,False
mataram,mataram,False
marteau,marteau,False
martailly-lès-brancion,martailly-lès-brancion,False
martaban,martaban,False
marsveld,marsveld,False
marstrand,marstrand,False
marssum,marssum,False
marshfield,marshfield,False
marshall islands,marshall islands,False
matara,matara,False
mathura,mathura,False
marquesas islands,marquesas islands,False
medford,medford,False
meerssen,meerssen,False
meersburg,meersburg,False
meerane,meerane,False
weesp,weesp,False
weimar,weimar,False
weltevreden,weltevreden,False
meent,meent,False
medmenham,medmenham,False
western europe,western europe,False
matlock,matlock,False
westerwald,westerwald,False
meaux,meaux,False
mbinga,mbinga,False
mauritskade,mauritskade,False
mauritius,mauritius,False
maulbronn,maulbronn,False
maubeuge,maubeuge,False
matsushima,matsushima,False
marrakech,marrakech,False
weteringschans,weteringschans,False
mandleshwar,mandleshwar,False
mankot,mankot,False
mar saba,mar saba,False
maputo,maputo,False
wijk bij duurstede,wijk bij duurstede,False
mantinea,mantinea,False
mantes-la-jolie,mantes-la-jolie,False
mansfield,mansfield,False
manokwari,manokwari,False
manningtree,manningtree,False
manitou springs,manitou springs,False
marburg,marburg,False
manises,manises,False
manirang,manirang,False
manipur,manipur,False
manilla,manilla,False
manikaran,manikaran,False
manheim,manheim,False
manhattan,manhattan,False
mangareva,mangareva,False
marble rocks,marble rocks,False
marchin,marchin,False
marlow,marlow,False
marienwerder,marienwerder,False
wiesbaden,wiesbaden,False
markneukirchen,markneukirchen,False
markiezenhof,markiezenhof,False
mariposa grove,mariposa grove,False
marion,marion,False
marino,marino,False
maringues,maringues,False
marina piccola,marina piccola,False
marienfels,marienfels,False
marciana marina,marciana marina,False
mariakerke,mariakerke,False
mariabron,mariabron,False
margraten,margraten,False
margaux,margaux,False
margate,margate,False
maresfield,maresfield,False
maredsous,maredsous,False
marcinelle,marcinelle,False
klostermühle,klostermühle,False
klodzko,klodzko,False
gröningen,gröningen,False
anholt,anholt,False
hoensbroek,hoensbroek,False
hoenkoop,hoenkoop,False
hoek van holland,hoek van holland,False
hoei,hoei,False
hoegaarden,hoegaarden,False
hodnet,hodnet,False
hoboken,hoboken,False
anna paulowna,anna paulowna,False
aulnay,aulnay,False
hizen,hizen,False
hisar,hisar,False
hirschhorn,hirschhorn,False
hirschberger tal,hirschberger tal,False
hirschberg,hirschberg,False
hirschbach,hirschbach,False
hirado,hirado,False
hippodroom,hippodroom,False
hinterweidenthal,hinterweidenthal,False
hingham,hingham,False
hoeven,hoeven,False
ann arbor,ann arbor,False
hofkerk,hofkerk,False
holy roman empire,holy roman empire,False
honey nest kloof,honey nest kloof,False
honduras,honduras,False
hondschoote,hondschoote,False
homburg,homburg,False
holyrood abbey,holyrood abbey,False
holyoke city hall,holyoke city hall,False
holyoke,holyoke,False
holy trinity church,holy trinity church,False
holten,holten,False
hofstraat,hofstraat,False
holstein,holstein,False
hollywood,hollywood,False
holitsch,holitsch,False
anloo,anloo,False
hohenstein-ernstthal,hohenstein-ernstthal,False
hohenschwangau,hohenschwangau,False
hohendorf,hohendorf,False
hoge grindelwaldgletsjer,hoge grindelwaldgletsjer,False
hindon,hindon,False
hindeloopen,hindeloopen,False
himmelreich,himmelreich,False
hermalle-sous-argenteau,hermalle-sous-argenteau,False
hertford,hertford,False
herten,herten,False
herstmonceux,herstmonceux,False
herrenchiemsee,herrenchiemsee,False
herpen,herpen,False
hernen,hernen,False
hermannstadt,hermannstadt,False
hermannsberg,hermannsberg,False
herisau,herisau,False
herwen,herwen,False
aurich,aurich,False
hereford,hereford,False
herculaneum,herculaneum,False
herborn,herborn,False
herberg 't roomtuintje,herberg 't roomtuintje,False
herat,herat,False
heraklion,heraklion,False
henry,henry,False
hertfordshire,hertfordshire,False
auray,auray,False
himachal pradesh,himachal pradesh,False
heythuysen,heythuysen,False
hilvarenbeek,hilvarenbeek,False
hillerød,hillerød,False
hillegom,hillegom,False
hillegersberg,hillegersberg,False
highlands,highlands,False
highland,highland,False
high wycombe,high wycombe,False
hickling,hickling,False
heythrop,heythrop,False
hessen,hessen,False
hexentanzplatz,hexentanzplatz,False
hever,hever,False
heusden,heusden,False
heumen,heumen,False
heukelum,heukelum,False
heudreville-en-lieuvin,heudreville-en-lieuvin,False
het zoute,het zoute,False
het meer,het meer,False
honfleur,honfleur,False
honister pass,honister pass,False
honiton,honiton,False
hôtel de bourgtheroulde,hôtel de bourgtheroulde,False
ibiza,ibiza,False
ankeveen,ankeveen,False
iberian peninsula,iberian peninsula,False
hřensko,hřensko,False
hønefoss,hønefoss,False
höllental,höllental,False
höhr-grenzhausen,höhr-grenzhausen,False
höchst,höchst,False
härnösand,härnösand,False
ica valley,ica valley,False
hyères,hyères,False
hyderabad,hyderabad,False
hyde park,hyde park,False
husseren-wesserling,husseren-wesserling,False
husaby,husaby,False
hursley,hursley,False
huntington,huntington,False
hundsbach,hundsbach,False
ibn toeloenmoskee,ibn toeloenmoskee,False
iffley,iffley,False
hulwan,hulwan,False
ilfracombe,ilfracombe,False
imst,imst,False
imperial arsenal,imperial arsenal,False
ilsenburg,ilsenburg,False
ilpendam,ilpendam,False
ilmenau,ilmenau,False
illyria,illyria,False
illinois,illinois,False
ilkley,ilkley,False
ikere,ikere,False
ightham,ightham,False
ikaho,ikaho,False
ijsselstein,ijsselstein,False
ijsselmuiden,ijsselmuiden,False
ijsselmonde,ijsselmonde,False
ijssel,ijssel,False
ijsbrechtum,ijsbrechtum,False
ijmuiden,ijmuiden,False
ij,ij,False
hunan,hunan,False
hulst,hulst,False
honolulu,honolulu,False
hopi tribe of arizona,hopi tribe of arizona,False
houffalize,houffalize,False
hospental,hospental,False
horssen,horssen,False
horseshoe falls,horseshoe falls,False
horning,horning,False
hornberg,hornberg,False
horn,horn,False
hordaland,hordaland,False
hooikade,hooikade,False
houston,houston,False
hooghalen,hooghalen,False
hoogezand-sappemeer,hoogezand-sappemeer,False
hoogezand,hoogezand,False
hoogendijk,hoogendijk,False
hooge zwaluwe,hooge zwaluwe,False
hoogcruts,hoogcruts,False
hoog-soeren,hoog-soeren,False
honshu,honshu,False
houses of parliament,houses of parliament,False
houten,houten,False
hulftsdorp,hulftsdorp,False
huis te werve,huis te werve,False
huizum,huizum,False
huizen,huizen,False
huize overbeek,huize overbeek,False
huize fontanus,huize fontanus,False
huissen,huissen,False
huisseling,huisseling,False
huis ter meer,huis ter meer,False
huis ter heide,huis ter heide,False
huis te vliet,huis te vliet,False
houthulst,houthulst,False
huis doorn,huis doorn,False
huis bergh,huis bergh,False
hudiksvall,hudiksvall,False
huddersfield,huddersfield,False
huai'an,huai'an,False
hradčany,hradčany,False
hradec králové,hradec králové,False
houyet,houyet,False
hennebont,hennebont,False
henley-on-thames,henley-on-thames,False
hengstdijk,hengstdijk,False
hainburg an der donau,hainburg an der donau,False
halleux,halleux,False
hall in tirol,hall in tirol,False
hall am inn,hall am inn,False
halifax,halifax,False
halfweg,halfweg,False
halerbaach,halerbaach,False
halen,halen,False
hakone,hakone,False
autun,autun,False
halmahera,halmahera,False
haida,haida,False
hagworthingham,hagworthingham,False
hagia sophia,hagia sophia,False
hagia irene,hagia irene,False
hagestein,hagestein,False
hagen,hagen,False
haastrecht,haastrecht,False
haarsteeg,haarsteeg,False
hallstatt,hallstatt,False
halsteren,halsteren,False
auvers-sur-oise,auvers-sur-oise,False
hampi,hampi,False
handel,handel,False
handegg,handegg,False
hanau,hanau,False
hampton court palace,hampton court palace,False
hampton court,hampton court,False
hampstead heath,hampstead heath,False
hampstead,hampstead,False
hampshire,hampshire,False
hammonton,hammonton,False
hamadan,hamadan,False
hammersmith,hammersmith,False
hammerfest,hammerfest,False
hammarby,hammarby,False
hammam debagh,hammam debagh,False
hameln,hameln,False
hamelen,hamelen,False
auteuil,auteuil,False
hamar,hamar,False
haarlemmermeer,haarlemmermeer,False
haamstede,haamstede,False
handsworth,handsworth,False
guelders,guelders,False
guingamp,guingamp,False
guinea bissau,guinea bissau,False
guinea,guinea,False
guimiliau,guimiliau,False
guilin,guilin,False
guildford,guildford,False
avallon,avallon,False
guernsey,guernsey,False
gubbio,gubbio,False
guisborough,guisborough,False
avelin,avelin,False
guangzhou,guangzhou,False
guangdong,guangdong,False
avenhorn,avenhorn,False
guanajuato,guanajuato,False
guajara,guajara,False
guadalupe,guadalupe,False
grünberg,grünberg,False
guisando,guisando,False
gujarat,gujarat,False
haaksbergen,haaksbergen,False
gävle,gävle,False
haagse bos,haagse bos,False
głogów,głogów,False
göteborg,göteborg,False
göschenen,göschenen,False
görlitz,görlitz,False
auxerre,auxerre,False
göggingen,göggingen,False
gérardmer,gérardmer,False
gällivare,gällivare,False
guler,guler,False
gwynedd,gwynedd,False
guápiles,guápiles,False
gutenstein,gutenstein,False
gutach,gutach,False
gunwalloe,gunwalloe,False
gulpen,gulpen,False
avadh,avadh,False
gulf of mexico,gulf of mexico,False
handschuhsheim,handschuhsheim,False
hangzhou,hangzhou,False
hengelo,hengelo,False
heesselt,heesselt,False
heiligenkreuz-gutenbrunn,heiligenkreuz-gutenbrunn,False
heilig landstichting,heilig landstichting,False
heilig grafkerk,heilig grafkerk,False
heilbronn,heilbronn,False
heiden,heiden,False
hei- en boeicop,hei- en boeicop,False
heeze,heeze,False
heeswijk,heeswijk,False
heerlen,heerlen,False
heiligerlee,heiligerlee,False
heerjansdam,heerjansdam,False
heerenveen,heerenveen,False
heere,heere,False
heerde,heerde,False
heenvliet,heenvliet,False
heemstede,heemstede,False
heemskerk,heemskerk,False
heemse,heemse,False
heiligenstadt,heiligenstadt,False
heiloo,heiloo,False
hebron,hebron,False
helsingborg,helsingborg,False
henegouwen,henegouwen,False
hendrik-ido-ambacht,hendrik-ido-ambacht,False
hendaye,hendaye,False
henbury,henbury,False
henan,henan,False
hem,hem,False
helvoirt,helvoirt,False
helsingør,helsingør,False
helmstedt,helmstedt,False
heimburg,heimburg,False
hellingen,hellingen,False
hellevoetsluis,hellevoetsluis,False
hellendoorn,hellendoorn,False
helkant,helkant,False
heliopolis,heliopolis,False
heisterbach,heisterbach,False
heist-aan-zee,heist-aan-zee,False
heinkenszand,heinkenszand,False
heelsum,heelsum,False
hebei,hebei,False
hankou,hankou,False
haringhuizen,haringhuizen,False
hartford,hartford,False
hartefeld,hartefeld,False
harrow,harrow,False
harrogate,harrogate,False
harpers ferry,harpers ferry,False
harmelen,harmelen,False
harmandir sahib,harmandir sahib,False
harly,harly,False
haridwar,haridwar,False
harvey's lake,harvey's lake,False
harefield,harefield,False
hardangerfjord,hardangerfjord,False
harborne,harborne,False
harberton,harberton,False
hantumhuizen,hantumhuizen,False
hanoi,hanoi,False
austria-hungary,austria-hungary,False
hanley,hanley,False
haruna,haruna,False
haslev,haslev,False
aurillac,aurillac,False
australia,australia,False
hazerswoude-rijndijk,hazerswoude-rijndijk,False
hazara,hazara,False
haycock township,haycock township,False
hawarden,hawarden,False
hawaii,hawaii,False
haverhill,haverhill,False
havelte,havelte,False
hautmont,hautmont,False
hautes-alpes,hautes-alpes,False
hastings,hastings,False
hautefort,hautefort,False
haute-garonne,haute-garonne,False
haus heyde,haus heyde,False
haughmond abbey,haughmond abbey,False
hatfield,hatfield,False
hatert,hatert,False
haswell,haswell,False
hastings-on-hudson,hastings-on-hudson,False
inderøy,inderøy,False
angkor,angkor,False
klobenstein,klobenstein,False
angers,angers,False
alassio,alassio,False
albania,albania,False
albano,albano,False
albany,albany,False
albany county,albany county,False
albert,albert,False
alberta,alberta,False
albi,albi,False
alblasserdam,alblasserdam,False
katendrecht,katendrecht,False
kataula,kataula,False
kasteel wulven,kasteel wulven,False
albogasio-oria,albogasio-oria,False
albuquerque,albuquerque,False
alcalá de henares,alcalá de henares,False
kasteel van gaasbeek,kasteel van gaasbeek,False
alcora,alcora,False
aldeburgh,aldeburgh,False
kasteel swieten,kasteel swieten,False
alaska,alaska,False
al-qantarah gharb,al-qantarah gharb,False
al-midan,al-midan,False
aire-sur-la-lys,aire-sur-la-lys,False
kaufbeuren,kaufbeuren,False
kaub,kaub,False
katwijk aan den rijn,katwijk aan den rijn,False
katwijk,katwijk,False
kathmandu valley,kathmandu valley,False
ahrtal,ahrtal,False
ahrweiler,ahrweiler,False
aiguamúrcia,aiguamúrcia,False
aix,aix,False
al-eizariya,al-eizariya,False
aix-en-provence,aix-en-provence,False
